method,tool,metric,criterion,spearman_rho,p_value,significant
YOLO26,forceps,usage_time,(16),0.3836017387519801,0.05836288957335305,False
YOLO26,forceps,usage_time,(17),0.2036043123700763,0.32897582598728214,False
YOLO26,viscoelastic cannula,path_length,(4),-0.14448096357313656,0.4907922167419846,False
YOLO26,viscoelastic cannula,path_length,(5),-0.0717066089685713,0.7333923942262736,False
YOLO26,viscoelastic cannula,path_length,(6),-0.08504642370900674,0.6860689723684331,False
YOLO26,viscoelastic cannula,path_length,(7),-0.16418512395784207,0.4328984414819486,False
YOLO26,viscoelastic cannula,path_length,(14),-0.19843350552736316,0.34166834157943915,False
YOLO26,viscoelastic cannula,path_length,(15),-0.3981341661080355,0.04871072028276859,True
YOLO26,viscoelastic cannula,path_length,(16),-0.061008476438739696,0.7720494642292928,False
YOLO26,viscoelastic cannula,path_length,(17),-0.13073663467708646,0.5333504211806013,False
YOLO26,viscoelastic cannula,usage_time,(4),-0.3062996427750495,0.13644704223991994,False
YOLO26,viscoelastic cannula,usage_time,(5),-0.006829200854149646,0.974154563598035,False
YOLO26,viscoelastic cannula,usage_time,(6),-0.19026665025131273,0.36230085603896195,False
YOLO26,viscoelastic cannula,usage_time,(7),-0.13762576567054408,0.5118034300692121,False
YOLO26,viscoelastic cannula,usage_time,(14),-0.24095497099751245,0.24593085077487822,False
YOLO26,viscoelastic cannula,usage_time,(15),-0.2175330408092834,0.2962284156982522,False
YOLO26,viscoelastic cannula,usage_time,(16),-0.031182110179800288,0.8823711119613629,False
YOLO26,viscoelastic cannula,usage_time,(17),-0.09232113064874826,0.6607248584502834,False
YOLO26,ALL_TOOLS,total_path_length,(4),-0.1502313031443329,0.4735074695630619,False
YOLO26,ALL_TOOLS,total_path_length,(5),-0.047795211939924316,0.8205242985767393,False
YOLO26,ALL_TOOLS,total_path_length,(6),-0.3385383134825712,0.09785835098393991,False
YOLO26,ALL_TOOLS,total_path_length,(7),-0.3560683553191349,0.08064215634900389,False
YOLO26,ALL_TOOLS,total_path_length,(14),-0.5305824996132437,0.006360586181012391,True
YOLO26,ALL_TOOLS,total_path_length,(15),-0.3302944769707582,0.10684176808221779,False
YOLO26,ALL_TOOLS,total_path_length,(16),-0.2335949339632199,0.26109182797988,False
YOLO26,ALL_TOOLS,total_path_length,(17),-0.4278581493212963,0.03287723408162172,True
YOLO26,ALL_TOOLS,total_usage_time,(4),-0.25423758993656337,0.22005477992214817,False
YOLO26,ALL_TOOLS,total_usage_time,(5),-0.054623099359913496,0.7953834253825887,False
YOLO26,ALL_TOOLS,total_usage_time,(6),-0.39746612739484116,0.04912504148143743,True
YOLO26,ALL_TOOLS,total_usage_time,(7),-0.4268796892583074,0.033322835454217374,True
YOLO26,ALL_TOOLS,total_usage_time,(14),-0.5405856260788507,0.0052717259844182575,True
YOLO26,ALL_TOOLS,total_usage_time,(15),-0.3550462743850287,0.08157808744983105,False
YOLO26,ALL_TOOLS,total_usage_time,(16),-0.29956178185225296,0.14573019966171472,False
YOLO26,ALL_TOOLS,total_usage_time,(17),-0.4695701889752065,0.01787192431730054,True
